Table Name,Column Name,Position,Data Description,Units,Sample Data,DataType,MaxLength,MSAccessDataType
Envelope_Floor_Foundation.csv,Slab Insulation Condition 2,32,An estimate of the percent coverage of the second layer of slab insulation,%,,decimal,9,Double
Envelope_Floor_Foundation.csv,Slab Insulation Condition 2_notes,33,Provides a description of the NULL values in the Slab Insulation Condition 2 field,,"Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown; 
N/A",varchar,255,Char
Envelope_Floor_Foundation.csv,Slab Insulation Type 3,34,The type of the third layer of slab insulation. Insulation layers are stacked perpendicular to the direction of heat transfer,,"Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown; 
N/A",varchar,255,Char
Envelope_Floor_Foundation.csv,Slab Insulation Thickness 3,35,The thickness of the third layer of slab insulation,Inches,,decimal,9,Double
Envelope_Floor_Foundation.csv,Slab Insulation Thickness 3_notes,36,Provides a description of the NULL values in the Slab Insulation Thickness 3 field,,"Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown; 
N/A",varchar,255,Char
Envelope_Floor_Foundation.csv,Slab Insulation Condition 3,37,An estimate of the percent coverage of the third layer of slab insulation,%,,decimal,9,Double
Envelope_Floor_Foundation.csv,Slab Insulation Condition 3_notes,38,Provides a description of the NULL values in the Slab Insulation Condition 3 field,,"Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown; 
N/A",varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor Insulated,39,Indicates whether or not the framed floor - including floors above crawlspaces and basements - is insulated,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor Insulation Type 1,40,The type of the first layer of insulation on the framed floor - including floors above crawlspaces and basements. Insulation layers are stacked perpendicular to the direction of heat transfer,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor Insulation Thickness 1,41,The thickness of the first layer of insulation on the framed floor - including floors above crawlspaces and basements.,Inches,#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Framed Floor Insulation Thickness 1_notes,42,Provides a description of the NULL values in the Floor Insulation Thickness 1 field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor Insulation Condition 1,43,An estimate of the percent coverage of the first layer of insulation on the framed floor - including floors above crawlspaces and basements.,%,#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Framed Floor Insulation Condition 1_notes,44,Provides a description of the NULL values in the Floor Insulation Condition 1 field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor Insulation Type 2,45,The type of the second layer of insulation on the framed floor - including floors above crawlspaces and basements. Insulation layers are stacked perpendicular to the direction of heat transfer,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor Insulation Thickness 2,46,The thickness of the second layer of insulation on the framed floor - including floors above crawlspaces and basements.,Inches,#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Framed Floor Insulation Thickness 2_notes,47,Provides a description of the NULL values in the Floor Insulation Thickness 2 field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor Insulation Condition 2,48,An estimate of the percent coverage of the second layer of insulation on the framed floor - including floors above crawlspaces and basements.,%,#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Framed Floor Insulation Condition 2_notes,49,Provides a description of the NULL values in the Floor Insulation Condition 2 field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor Insulation Type 3,50,The type of the third layer of insulation on the framed floor - including floors above crawlspaces and basements. Insulation layers are stacked perpendicular to the direction of heat transfer,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor Insulation Thickness 3,51,The thickness of the third layer of insulation on the framed floor - including floors above crawlspaces and basements.,Inches,#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Framed Floor Insulation Thickness 3_notes,52,Provides a description of the NULL values in the Floor Insulation Thickness 3 field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor Insulation Condition 3,53,An estimate of the percent coverage of the third layer of insulation on the framed floor - including floors above crawlspaces and basements.,%,#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Framed Floor Insulation Condition 3_notes,54,Provides a description of the NULL values in the Floor Insulation Condition 3 field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor Insulation R-Value,,Thermal resistance (R-value) of the component's insulation. Does not account for construction materials or insulation condition.,(F x square feet x hr) / BTU,#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Framed Floor Insulation R-Value_notes,,Provides a description of the NULL values in the Floor Insulation R-Value field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Walls Insulated,55,Indicates whether the crawlspace walls are insulated,,"N/A; 
Unknown; 
No; 
Yes; 
N/A; 
Unknown",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Insulation Type 1,56,The type of the first layer of insulation on the crawlspace walls. Insulation layers are stacked perpendicular to the direction of heat transfer,,"N/A; 
Extruded Polystyrene Foam Board (Pink Or Blue); 
Expanded Polystyrene Foam Board (White); 
Fiberglass Batts; 
Unknown; 
Foil-Faced Polyisocyanurate Foam Board",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Insulation Condition 1,57,An estimate of the percent coverage of the first layer of insulation on the crawlspace walls,%,"1; 
0.8; 
0.9; 
0.5; 
0.75; 
0.25",decimal,9,Double
Envelope_Floor_Foundation.csv,Crawlspace Wall Insulation Condition 1_notes,58,Provides a description of the NULL values in the Crawlspace Wall Insulation Condition 1 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Insulation Type 2,59,The type of the second layer of insulation on the crawlspace walls. Insulation layers are stacked perpendicular to the direction of heat transfer,,"N/A; 
Unknown; 
None; 
Fiberglass batts; 
N/A; 
Unknown",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Insulation Thickness 2,60,The thickness of the second layer of insulation on the crawlspace walls,Inches,"3.5; 
3.5; 
3.5; 
3.5; 
3.5; 
3.5",decimal,9,Double
Envelope_Floor_Foundation.csv,Crawlspace Wall Insulation Thickness 2_notes,61,Provides a description of the NULL values in the Crawlspace Wall Insulation Thickness 2 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Insulation Condition 2,62,An estimate of the percent coverage of the second layer of insulation on the crawlspace walls,%,"1; 
0.9; 
0.25; 
0.75; 
0.5; 
0.1",decimal,9,Double
Envelope_Floor_Foundation.csv,Crawlspace Wall Insulation Condition 2_notes,63,Provides a description of the NULL values in the Crawlspace Wall Insulation Condition 2 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Exteriors Insulated,64,Indicates whether the crawlspace wall exteriors are insulated,,"N/A; 
Unknown; 
No; 
Yes; 
N/A; 
Unknown",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Exterior Insulation Type 1,65,The type of the first layer of insulation on the exterior of the crawlspace walls. Insulation layers are stacked perpendicular to the direction of heat transfer,,"N/A; 
Unknown; 
Expanded polystyrene foam board (white); 
Fiberglass batts; 
Foil-faced polyisocyanurate foam board; 
Extruded polystyrene foam board (pink or blue)",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Exterior Insulation Thickness 1,66,The thickness of the first layer of insulation on the exterior of the crawlspace walls,Inches,"1; 
1.5; 
0.5; 
2; 
1; 
1.5",decimal,9,Double
Envelope_Floor_Foundation.csv,Crawlspace Wall Exterior Insulation Thickness 1_notes,67,Provides a description of the NULL values in the Crawlspace Wall Exterior Insulation Thickness 1 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Exterior Insulation Condition 1,68,An estimate of the percent coverage of the first layer of insulation on the exterior of the crawlspace walls,%,"1; 
0.9; 
0.25; 
0.75; 
0.5; 
0.1",decimal,9,Double
Envelope_Floor_Foundation.csv,Crawlspace Wall Exterior Insulation Condition 1_notes,69,Provides a description of the NULL values in the Crawlspace Wall Exterior Insulation Condition 1 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Exterior Insulation Type 2,70,The type of the second layer of insulation on the exterior of the crawlspace walls. Insulation layers are stacked perpendicular to the direction of heat transfer,,"N/A; 
Unknown; 
Fiberglass batts; 
N/A; 
Unknown; 
Fiberglass batts",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Exterior Insulation Thickness 2,71,The thickness of the second layer of insulation on the exterior of the crawlspace walls,Inches,"3.5; 
3.5; 
3.5; 
3.5; 
3.5; 
3.5",decimal,9,Double
Envelope_Floor_Foundation.csv,Crawlspace Wall Exterior Insulation Thickness 2_notes,72,Provides a description of the NULL values in the Crawlspace Wall Exterior Insulation Thickness 2 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Exterior Insulation Condition 2,73,An estimate of the percent coverage of the second layer of insulation on the exterior of the crawlspace walls,%,"1; 
0.9; 
0.1; 
1; 
0.9; 
0.1",decimal,9,Double
Envelope_Floor_Foundation.csv,Crawlspace Wall Exterior Insulation Condition 2_notes,74,Provides a description of the NULL values in the Crawlspace Wall Exterior Insulation Condition 2 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Interior Insulation R-Value,75,Thermal resistance (R-value) of interior crawlspace insulation. Does not account for construction materials or insulation condition.,(F x square feet x hr) / BTU,#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Crawlspace Wall Interior Insulation R-Value_notes,76,Provides a description of the NULL values in the Floor Insulation R-Value field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Exterior Insulation R-Value,77,Thermal resistance (R-value) of exterior crawlspace insulation. Does not account for construction materials or insulation condition.,(F x square feet x hr) / BTU,#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Crawlspace Wall Exterior Insulation R-Value_notes,78,Provides a description of the NULL values in the Floor Insulation R-Value field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Below Grade U-Value,,"Thermal transmittance (U-value) of below grade crawlspace walls. Accounts for construction materials (framing, siding, etc.) and air films using a parallel paths heat transfer approach in accordance with the UA Methodology memo provided to NEEA. For entries where a U-value could not be calculated directly due to missing or unknown data (such as unknown insulation R-value), an average value is computed from like components based on homes in the same state and of a similar vintage.",BTU / (hr x F x square feet),#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Crawlspace Wall Below Grade U-Value_notes,,Provides a description of the NULL values in the Crawlspace Wall Below Grade U-Value field. Identifies values that were estimated based on like components in similar homes.,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Crawlspace Wall Above Grade U-Value,,"Thermal transmittance (U-value) of above grade crawlspace walls. Accounts for construction materials (framing, siding, etc.) and air films using a parallel paths heat transfer approach in accordance with the UA Methodology memo provided to NEEA. For entries where a U-value could not be calculated directly due to missing or unknown data (such as unknown insulation R-value), an average value is computed from like components based on homes in the same state and of a similar vintage.",BTU / (hr x F x square feet),#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Crawlspace Wall Above Grade U-Value_notes,,Provides a description of the NULL values in the Crawlspace Wall Above Grade U-Value field. Identifies values that were estimated based on like components in similar homes.,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Foundation Wall U-Value,,"Thermal transmittance (U-value) of the component. Accounts for construction materials (framing, siding, etc.) and air films using a parallel paths heat transfer approach in accordance with the UA Methodology memo provided to NEEA. For entries where a U-value could not be calculated directly due to missing or unknown data (such as unknown insulation R-value), an average value is computed from like components based on homes in the same state and of a similar vintage. Includes both above and below grade walls sections where appropriate.",BTU / (hr x F x square feet),#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Foundation Wall U-Value_notes,,Provides a description of the NULL values in the Wall U-Value field. Identifies values that were estimated based on like components in similar homes.,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Foundation Wall Heat Loss Rate (UA),,Total heat-loss rate for the foundation walls,BTU / (hr x F),#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Foundation Wall Heat Loss Rate (UA)_notes,,Provides a description of the NULL values in the Foundation Wall Heat Loss Rate (UA) field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor U-Value,83,"Thermal transmittance (U-value) of the component. Accounts for construction materials (framing, siding, etc.) and air films using a parallel paths heat transfer approach in accordance with the UA Methodology memo provided to NEEA. For entries where a U-value could not be calculated directly due to missing or unknown data (such as unknown insulation R-value), an average value is computed from like components based on homes in the same state and of a similar vintage.",BTU / (hr x F x square feet),#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Framed Floor U-Value_notes,84,Provides a description of the NULL values in the Framed Floor U-Value field. Identifies values that were estimated based on like components in similar homes.,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Framed Floor Heat Loss Rate (UA),,Total heat-loss rate for the framed floor,BTU / (hr x F),#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Framed Floor Heat Loss Rate (UA)_notes,,Provides a description of the NULL values in the Framed Floor Heat Loss Rate (UA) field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Foundation F-Value,85,"Heat loss rate per linear foot of slab perimeter. Accounts for construction materials (framing, siding, etc.) using a parallel paths heat transfer approach in accordance with the UA Methodology memo provided to NEEA. For entries where a U-value could not be calculated directly due to missing or unknown data (such as unknown insulation R-value), an average value is computed from like components based on homes in the same state and of a similar vintage.",BTU / (hr x F x feet),#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Foundation F-Value_notes,86,Provides a description of the NULL values in the Slab F-Value for Heat Loss field. Identifies values that were estimated based on like components in similar homes.,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Ground Contact Heat Loss Rate (UA),,Total heat-loss rate for the ground contact component,BTU / (hr x F),#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Ground Contact Heat Loss Rate (UA)_notes,,Provides a description of the NULL values in the Ground Contact Heat Loss Rate (UA) field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Final Floor / Foundation Heat Loss Rate (UA),87,"Total heat-loss rate for the floor entry. In some cases, as outlined in the UA Methodology memo provided to NEEA, a buffer space is accounted for the final heat loss rate.",BTU / (hr x F),#REF!,decimal,9,Double
Envelope_Floor_Foundation.csv,Final Floor / Foundation Heat Loss Rate (UA)_notes,88,Provides a description of the NULL values in the Wall Heat Loss Rate (UA) field,,#REF!,varchar,255,Char
Envelope_Floor_Foundation.csv,Heat Loss Components,,Identifies which components were used to calculate the Final Floor / Foundation Heat Loss Rate (UA),,"Components: Ground Contact UA; 
Components: Framed Floor UA; 
Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA; 
Components: Ground Contact UA. (Basement wall details in separate table); 
N/A - assumed no heat transfer",varchar,255,Char
Envelope_Floor_Foundation.csv,Floor Notes,89,Notes about the floor,,Components: Framed Floor UA; ,varchar,1000,LongChar
Envelope_Wall.csv,PK_Envelope_ID,1,Envelope ID key. Each envelope has a unique value. ,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA; ",varchar,255,Char
Envelope_Wall.csv,CK_SiteID,2,Site ID key. Each site has a unique value. This key can be used to map to other datasets,,Components: Ground Contact UA. (Basement wall details in separate table); ,varchar,255,Char
